"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",18,"50-99","Other",">4",59,0,4.07753744390572,3
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"Other","Pvt Ltd","4",51,0,3.93182563272433,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",63,0,4.14313472639153,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Other","1",90,0,4.49980967033027,3
0.827,"Male","Has relevent experience","enrollment","High School","STEM",7,"1000-4999","Pvt Ltd","1",77,0,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"1000-4999","Pvt Ltd",">4",126,0,4.83628190695148,3
0.92,"Other","No relevent experience","no_enrollment","Graduate","Other",20,"Other","Pvt Ltd",">4",56,1,4.02535169073515,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",3,"Other","Pvt Ltd","never",34,0,3.52636052461616,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","Other",7,"1000-4999","Pvt Ltd","4",34,0,3.52636052461616,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",15,"1000-4999","Pvt Ltd","4",43,0,3.76120011569356,3
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"500-999","Pvt Ltd",">4",70,0,4.24849524204936,3
0.698,"Other","Has relevent experience","no_enrollment","Masters","STEM",12,"50-99","Pvt Ltd","3",6,0,1.79175946922805,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"10000+","Pvt Ltd","4",42,0,3.73766961828337,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"100-500","Pvt Ltd","1",150,0,5.01063529409626,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"Other","Pvt Ltd","2",102,1,4.62497281328427,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"Other","Pvt Ltd","1",39,1,3.66356164612965,2
0.926,"Other","No relevent experience","enrollment","Masters","STEM",10,"Other","Other","1",196,0,5.27811465923052,3
0.802,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","1",316,0,5.75574221358691,3
0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"1000-4999","Pvt Ltd",">4",27,0,3.29583686600433,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",16,"50-99","Pvt Ltd","3",8,0,2.07944154167984,3
0.926,"Male","Has relevent experience","no_enrollment","Primary School","STEM",21,"50-99","Pvt Ltd","1",18,0,2.89037175789616,3
0.767,"Other","Has relevent experience","no_enrollment","Masters","STEM",6,"50-99","Pvt Ltd","3",29,1,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Pvt Ltd","1",21,0,3.04452243772342,3
0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd","1",86,0,4.45434729625351,3
0.767,"Male","No relevent experience","enrollment","Masters","STEM",4,"Other","Pvt Ltd","2",74,1,4.30406509320417,2
0.645,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"Other","Pvt Ltd","2",11,0,2.39789527279837,3
0.926,"Male","No relevent experience","no_enrollment","Masters","STEM",13,"Other","Pvt Ltd","never",6,0,1.79175946922805,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",0,"50-99","Other","1",13,0,2.56494935746154,1
0.925,"Male","Has relevent experience","no_enrollment","Masters","Other",9,"10/49","Other","1",52,0,3.95124371858143,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",16,"50-99","Pvt Ltd",">4",3,0,1.09861228866811,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"Other","Pvt Ltd",">4",128,0,4.85203026391962,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","1",88,1,4.47733681447821,3
0.92,"Male","Has relevent experience","enrollment","Phd","STEM",21,"100-500","Pvt Ltd",">4",52,0,3.95124371858143,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"1000-4999","Pvt Ltd","1",79,0,4.36944785246702,3
0.727,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"Other","Pvt Ltd",">4",24,0,3.17805383034795,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Pvt Ltd","2",292,0,5.67675380226828,3
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",0,"10/49","Pvt Ltd","1",4,0,1.38629436111989,1
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"50-99","Pvt Ltd","4",42,0,3.73766961828337,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",20,"10000+","Pvt Ltd",">4",54,1,3.98898404656427,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",11,"Other","Pvt Ltd","2",78,1,4.35670882668959,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",5,"50-99","Other","1",316,1,5.75574221358691,3
0.698,"Male","No relevent experience","no_enrollment","High School","STEM",3,"50-99","Pvt Ltd","1",13,0,2.56494935746154,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd","3",106,0,4.66343909411207,3
0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",75,1,4.31748811353631,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",8,"1000-4999","Pvt Ltd","4",85,0,4.44265125649032,3
0.91,"Male","No relevent experience","no_enrollment","Phd","STEM",5,"1000-4999","Other","1",128,0,4.85203026391962,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Other","1",20,1,2.99573227355399,3
0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"5000-9999","Pvt Ltd","2",135,0,4.90527477843843,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Other","2",21,0,3.04452243772342,3
0.924,"Male","Has relevent experience","no_enrollment","Graduate","Other",3,"500-999","Pvt Ltd","2",3,0,1.09861228866811,2
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",7,"Other","Pvt Ltd","1",224,0,5.41164605185504,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",18,0,2.89037175789616,2
0.762,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","2",83,0,4.4188406077966,2
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Other","2",74,0,4.30406509320417,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","2",112,0,4.71849887129509,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","never",165,0,5.10594547390058,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd",">4",78,1,4.35670882668959,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","1",28,0,3.3322045101752,3
0.666,"Male","No relevent experience","no_enrollment","Phd","Other",21,"Other","Pvt Ltd",">4",112,0,4.71849887129509,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",19,"50-99","Other","3",19,0,2.94443897916644,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"Other","Pvt Ltd","never",9,1,2.19722457733622,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Other",">4",23,0,3.13549421592915,3
0.926,"Other","Has relevent experience","no_enrollment","Masters","Other",21,"<10","Pvt Ltd",">4",66,0,4.18965474202643,3
0.698,"Male","No relevent experience","no_enrollment","Masters","STEM",5,"Other","Pvt Ltd","1",46,1,3.8286413964891,3
0.92,"Other","Has relevent experience","no_enrollment","Masters","Other",4,"50-99","Other","4",54,0,3.98898404656427,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",19,"10000+","Pvt Ltd","1",145,1,4.97673374242057,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","3",29,1,3.36729582998647,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","1",106,1,4.66343909411207,3
0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"10000+","Pvt Ltd","1",79,1,4.36944785246702,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",55,0,4.00733318523247,3
0.579,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","2",83,1,4.4188406077966,3
0.804,"Male","Has relevent experience","enrollment","Masters","STEM",10,"10/49","Pvt Ltd","1",43,0,3.76120011569356,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Other","4",81,0,4.39444915467244,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"<10","Pvt Ltd",">4",21,0,3.04452243772342,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd","2",18,0,2.89037175789616,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"100-500","Pvt Ltd",">4",77,0,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",27,0,3.29583686600433,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"1000-4999","Pvt Ltd","1",9,0,2.19722457733622,3
0.926,"Male","No relevent experience","enrollment","Masters","STEM",21,"<10","Other","1",15,0,2.70805020110221,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",15,"1000-4999","Pvt Ltd","2",94,0,4.54329478227,3
0.896,"Male","No relevent experience","no_enrollment","High School","STEM",10,"Other","Pvt Ltd","1",18,0,2.89037175789616,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","3",105,0,4.65396035015752,3
0.855,"Male","No relevent experience","no_enrollment","Masters","Other",19,"1000-4999","Pvt Ltd","2",15,0,2.70805020110221,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",3,0,1.09861228866811,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","2",57,1,4.04305126783455,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"5000-9999","Pvt Ltd","never",7,1,1.94591014905531,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",10,"Other","Pvt Ltd","1",104,0,4.64439089914137,3
0.855,"Male","Has relevent experience","enrollment","High School","STEM",4,"100-500","Pvt Ltd","never",2,0,0.693147180559945,2
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",2,"10/49","Pvt Ltd","1",17,0,2.83321334405622,2
0.743,"Male","No relevent experience","enrollment","Primary School","STEM",2,"50-99","Other","1",44,1,3.78418963391826,2
0.827,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"100-500","Other","1",94,0,4.54329478227,3
0.84,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"1000-4999","Pvt Ltd","1",210,1,5.34710753071747,3
0.926,"Male","No relevent experience","no_enrollment","High School","STEM",10,"50-99","Pvt Ltd","4",121,0,4.79579054559674,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"50-99","Pvt Ltd","2",86,0,4.45434729625351,3
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","4",254,0,5.53733426701854,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"5000-9999","Other",">4",90,0,4.49980967033027,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",5,"Other","Pvt Ltd",">4",56,0,4.02535169073515,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"100-500","Pvt Ltd","1",18,0,2.89037175789616,3
0.923,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",52,0,3.95124371858143,2
0.92,"Male","No relevent experience","no_enrollment","Masters","Other",16,"10000+","Pvt Ltd",">4",43,0,3.76120011569356,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd","1",43,0,3.76120011569356,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"10000+","Pvt Ltd","3",27,0,3.29583686600433,3
0.913,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"100-500","Pvt Ltd","1",43,1,3.76120011569356,3
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",19,1,2.94443897916644,2
0.579,"Male","Has relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","never",160,1,5.07517381523383,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd",">4",15,0,2.70805020110221,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",3,"Other","Pvt Ltd","1",15,0,2.70805020110221,2
0.802,"Male","Has relevent experience","no_enrollment","Graduate","Other",1,"<10","Pvt Ltd","1",156,0,5.04985600724954,2
0.855,"Male","No relevent experience","enrollment","Masters","STEM",17,"Other","Pvt Ltd","2",18,0,2.89037175789616,3
0.92,"Male","No relevent experience","no_enrollment","High School","STEM",1,"Other","Pvt Ltd","never",61,1,4.11087386417331,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd","1",258,0,5.55295958492162,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"10000+","Pvt Ltd","1",96,1,4.56434819146784,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",19,"500-999","Other","1",14,0,2.63905732961526,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"5000-9999","Pvt Ltd","2",62,0,4.12713438504509,2
0.92,"Other","Has relevent experience","no_enrollment","Graduate","Other",4,"50-99","Pvt Ltd","1",12,0,2.484906649788,2
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",42,0,3.73766961828337,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",1,"5000-9999","Pvt Ltd","1",92,0,4.52178857704904,2
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",6,"Other","Pvt Ltd","1",20,0,2.99573227355399,3
0.855,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","1",34,0,3.52636052461616,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"500-999","Pvt Ltd",">4",47,0,3.85014760171006,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Other","4",61,0,4.11087386417331,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"1000-4999","Pvt Ltd",">4",168,1,5.12396397940326,3
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",11,"10/49","Pvt Ltd","1",50,1,3.91202300542815,3
0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"1000-4999","Pvt Ltd",">4",23,1,3.13549421592915,3
0.698,"Male","No relevent experience","enrollment","Phd","STEM",21,"10000+","Other",">4",3,0,1.09861228866811,3
0.887,"Male","Has relevent experience","no_enrollment","High School","STEM",6,"50-99","Pvt Ltd","1",30,0,3.40119738166216,3
0.74,"Other","Has relevent experience","enrollment","Graduate","STEM",11,"10/49","Pvt Ltd","never",73,0,4.29045944114839,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",37,1,3.61091791264422,3
0.92,"Male","No relevent experience","no_enrollment","Masters","Other",21,"Other","Pvt Ltd",">4",8,0,2.07944154167984,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"50-99","Pvt Ltd","2",70,0,4.24849524204936,3
0.897,"Male","Has relevent experience","no_enrollment","Phd","STEM",16,"<10","Other","1",5,0,1.6094379124341,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10000+","Pvt Ltd",">4",7,0,1.94591014905531,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"<10","Pvt Ltd","3",86,0,4.45434729625351,3
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",14,"<10","Pvt Ltd","1",12,1,2.484906649788,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","Other",0,"50-99","Other","1",56,0,4.02535169073515,1
0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"Other","Pvt Ltd","never",30,0,3.40119738166216,2
0.802,"Male","No relevent experience","enrollment","High School","STEM",2,"10/49","Other","1",34,1,3.52636052461616,2
0.763,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"<10","Other","1",86,0,4.45434729625351,3
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",232,0,5.44673737166631,3
0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",19,"1000-4999","Pvt Ltd","1",90,0,4.49980967033027,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",6,0,1.79175946922805,3
0.767,"Male","No relevent experience","no_enrollment","High School","STEM",5,"Other","Pvt Ltd","1",32,1,3.46573590279973,3
0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",18,"100-500","Pvt Ltd","4",22,0,3.09104245335832,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","Other",2,"50-99","Pvt Ltd","1",66,1,4.18965474202643,2
0.91,"Other","No relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Other","3",48,0,3.87120101090789,1
